Description,Scenario,AgentType,Difficulty,TimeToComplete,Strategy,Challenging?,General Comments,Age,Gender,Occupation,ComputerUsage,DominantHand,EnglishAsFirst,ExpWithRobots,ExpWithRCCars,ExpWithFPS,ExpWithRTS,ExpWithRobotComments,InternalUserID
"Pick up the green block that is in the middle, next to the solitary blue block",Configuration_8_v2.png,human,2,0:00:31.941214,No,It was challenging to think from the other person's persepctive,None,26,male,Accounting,>20,Right,1,1,1,6,4,No,55
Pick up the blue block that is close to me and is towards the middle,Configuration_12_v1.png,human,1,0:00:35.227312,No,It was challenging to think from the other person's persepctive,None,26,male,Accounting,>20,Right,1,1,1,6,4,No,55
Pick up the yellow block that is on your right side and is the second closest to you,Configuration_4_v2.png,human,2,0:00:33.514606,No,It was challenging to think from the other person's persepctive,None,26,male,Accounting,>20,Right,1,1,1,6,4,No,55
Pick up the green block that is on your left side and is the third closest to you,Configuration_6_v1.png,human,2,0:00:31.801179,No,It was challenging to think from the other person's persepctive,None,26,male,Accounting,>20,Right,1,1,1,6,4,No,55
Pick up the green block that is the closest to you,Configuration_1_v2.png,human,5,0:00:13.400108,No,It was challenging to think from the other person's persepctive,None,26,male,Accounting,>20,Right,1,1,1,6,4,No,55
Pick up the orange block that is the closest to you,Configuration_13_v1.png,human,4,0:00:22.672730,No,It was challenging to think from the other person's persepctive,None,26,male,Accounting,>20,Right,1,1,1,6,4,No,55
Pick up the green block that is the closest to you,Configuration_9_v2.png,human,5,0:00:12.832308,No,It was challenging to think from the other person's persepctive,None,26,male,Accounting,>20,Right,1,1,1,6,4,No,55
Pick up the yellow block that is towards your left and is next to the blue block,Configuration_11_v1.png,human,4,0:00:25.249500,No,It was challenging to think from the other person's persepctive,None,26,male,Accounting,>20,Right,1,1,1,6,4,No,55
Pick up the green block that is next to the two blue blocks,Configuration_3_v2.png,human,4,0:00:16.669335,No,It was challenging to think from the other person's persepctive,None,26,male,Accounting,>20,Right,1,1,1,6,4,No,55
Pick up the blue block that is next to the two green blocks,Configuration_7_v1.png,human,5,0:00:14.799465,No,It was challenging to think from the other person's persepctive,None,26,male,Accounting,>20,Right,1,1,1,6,4,No,55
Pick up the orange block that is the closest to you,Configuration_10_v2.png,human,5,0:00:17.088259,No,It was challenging to think from the other person's persepctive,None,26,male,Accounting,>20,Right,1,1,1,6,4,No,55
"Of the three blue blocks that are towards your left, pick the one in the middle",Configuration_2_v1.png,human,4,0:00:33.828301,No,It was challenging to think from the other person's persepctive,None,26,male,Accounting,>20,Right,1,1,1,6,4,No,55
Pick the yellow block that is the closest to me,Configuration_5_v2.png,human,5,0:00:13.536430,No,It was challenging to think from the other person's persepctive,None,26,male,Accounting,>20,Right,1,1,1,6,4,No,55
Pick the solitary blue block on your right side,Configuration_14_v1.png,human,5,0:00:12.322611,No,It was challenging to think from the other person's persepctive,None,26,male,Accounting,>20,Right,1,1,1,6,4,No,55
"Starting at the orange block closest to you on your right, count up two blocks and pick up that second block.",Configuration_4_v2.png,robot,3,0:01:36.948800, , , , , , , , , , , , , , ,54
Pick up the orange block furthest from you.,Configuration_5_v1.png,robot,4,0:00:27.195848, , , , , , , , , , , , , , ,54
Pick up the blue block furthest from you.,Configuration_12_v2.png,robot,4,0:00:22.348712, , , , , , , , , , , , , , ,54
Pick up the middle block among the five green blocks on your left.,Configuration_6_v1.png,robot,3,0:01:05.033517, , , , , , , , , , , , , , ,54
Pick up the yellow block surrounded by three yellow blocks and one green block.,Configuration_13_v2.png,robot,4,0:00:45.474531, , , , , , , , , , , , , , ,54
Pick up the blue block located furthest to your right.,Configuration_14_v1.png,robot,4,0:00:32.749502, , , , , , , , , , , , , , ,54
Pick up the orange block positioned closest to you.,Configuration_10_v2.png,robot,4,0:00:16.579158, , , , , , , , , , , , , , ,54
Pick up the green block that is touching two other green blocks.,Configuration_8_v1.png,robot,2,0:02:35.293518, , , , , , , , , , , , , , ,54
Pick up the green block furthest to your left.,Configuration_3_v2.png,robot,4,0:00:14.336532, , , , , , , , , , , , , , ,54
Pick up the green block closest to you.,Configuration_9_v2.png,human,5,0:00:12.391758,"Adopting their perspective and trying to find some sort of maximum (like farthest left, farthest away, closest, etc.) to identify a block.  Or describing a unique formation (a lone block of a certain color in a certain place, giving clues about its neighbors).",Some of them were hard if there was nothing I saw to clue in to the block right away.  So if there were several of the same color in an area then it was harder.,, , , , , , , , , , , ,57
Pick up the yellow block.,Configuration_1_v1.png,human,5,0:00:11.234383,"Adopting their perspective and trying to find some sort of maximum (like farthest left, farthest away, closest, etc.) to identify a block.  Or describing a unique formation (a lone block of a certain color in a certain place, giving clues about its neighbors).",Some of them were hard if there was nothing I saw to clue in to the block right away.  So if there were several of the same color in an area then it was harder.,, , , , , , , , , , , ,57
Pick up the green block farthest to your left.,Configuration_7_v2.png,human,4,0:00:20.631607,"Adopting their perspective and trying to find some sort of maximum (like farthest left, farthest away, closest, etc.) to identify a block.  Or describing a unique formation (a lone block of a certain color in a certain place, giving clues about its neighbors).",Some of them were hard if there was nothing I saw to clue in to the block right away.  So if there were several of the same color in an area then it was harder.,, , , , , , , , , , , ,57
"Of the two blue blocks on the far side of the table from you, pick up the one closest to you.",Configuration_12_v1.png,human,2,0:00:46.536759,"Adopting their perspective and trying to find some sort of maximum (like farthest left, farthest away, closest, etc.) to identify a block.  Or describing a unique formation (a lone block of a certain color in a certain place, giving clues about its neighbors).",Some of them were hard if there was nothing I saw to clue in to the block right away.  So if there were several of the same color in an area then it was harder.,, , , , , , , , , , , ,57
Pick up the orange block closest to you.,Configuration_10_v2.png,human,4,0:00:10.077614,"Adopting their perspective and trying to find some sort of maximum (like farthest left, farthest away, closest, etc.) to identify a block.  Or describing a unique formation (a lone block of a certain color in a certain place, giving clues about its neighbors).",Some of them were hard if there was nothing I saw to clue in to the block right away.  So if there were several of the same color in an area then it was harder.,, , , , , , , , , , , ,57
Pick up the yellow block that's second from your left side of the table; it's surrounded by three green blocks.,Configuration_11_v1.png,human,2,0:01:04.256293,"Adopting their perspective and trying to find some sort of maximum (like farthest left, farthest away, closest, etc.) to identify a block.  Or describing a unique formation (a lone block of a certain color in a certain place, giving clues about its neighbors).",Some of them were hard if there was nothing I saw to clue in to the block right away.  So if there were several of the same color in an area then it was harder.,, , , , , , , , , , , ,57
Pick up the third blue block from your left side of the table.,Configuration_2_v2.png,human,3,0:00:16.432271,"Adopting their perspective and trying to find some sort of maximum (like farthest left, farthest away, closest, etc.) to identify a block.  Or describing a unique formation (a lone block of a certain color in a certain place, giving clues about its neighbors).",Some of them were hard if there was nothing I saw to clue in to the block right away.  So if there were several of the same color in an area then it was harder.,, , , , , , , , , , , ,57
"Of the five green blocks on your left side, pick up the one in the middle.",Configuration_6_v1.png,human,4,0:00:24.268419,"Adopting their perspective and trying to find some sort of maximum (like farthest left, farthest away, closest, etc.) to identify a block.  Or describing a unique formation (a lone block of a certain color in a certain place, giving clues about its neighbors).",Some of them were hard if there was nothing I saw to clue in to the block right away.  So if there were several of the same color in an area then it was harder.,, , , , , , , , , , , ,57
"On your right side there is a line of blocks starting orange, yellow, yellow; pick up the third block in the chain which is the second yellow block.",Configuration_4_v2.png,human,2,0:00:47.468755,"Adopting their perspective and trying to find some sort of maximum (like farthest left, farthest away, closest, etc.) to identify a block.  Or describing a unique formation (a lone block of a certain color in a certain place, giving clues about its neighbors).",Some of them were hard if there was nothing I saw to clue in to the block right away.  So if there were several of the same color in an area then it was harder.,, , , , , , , , , , , ,57
